slug,title,url,category,importance,confidence,reviewed_at,citation_count,open_check,lean,proof_score,disproof_score,difficulty,note,summary
jorgensens_conjecture,Jorgensen's Conjecture,http://www.openproblemgarden.org/op/jorgensens_conjecture,Graph Theory > Basic Graph Theory > Minors,High,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,4,1,3,"Jørgensen's conjecture has been proved for all *sufficiently large* 6-connected graphs by Kawarabayashi, Norine, Thomas, and Wollan (2019), with a companion paper handling the bounded tree-width case, but the full conje…","Jørgensen's conjecture has been proved for all *sufficiently large* 6-connected graphs by Kawarabayashi, Norine, Thomas, and Wollan (2019), with a companion paper handling the bounded tree-width case, but the full conjecture for all 6-connected graphs (including small ones) remains open. A 2020 paper by Odeneal and Pavelescu verified the conjecture for the specific case of graphs of order 12."
kriesells_conjecture,Kriesell's Conjecture,http://www.openproblemgarden.org/op/kriesells_conjecture,Graph Theory > Basic Graph Theory > Connectivity,Medium,high,2026-05-08,1,yes: full/general case open,balanced,2,1,3,Kriesell's conjecture that 2k-edge-connectivity of $T$ in $G$ guarantees $k$ edge-disjoint $T$-Steiner trees remains open in full generality.,"Kriesell's conjecture that 2k-edge-connectivity of $T$ in $G$ guarantees $k$ edge-disjoint $T$-Steiner trees remains open in full generality. The best known result (DeVos, McDonald, Pivotto, 2016) shows that edge-cuts separating $T$ of size at least $5k+4$ suffice, improving earlier bounds of $6.5k$ (West–Wu) and $24k$ (Lau). Special cases are settled: the conjecture holds when $|T| \leq 5$, when $V\setminus T$ is a stable set in a $3k$-edge-connected graph, and when every vertex in $V\setminus T$ has even degree."
large_acyclic_induced_subdigraph_in_a_planar_oriented_graph,Large acyclic induced subdigraph in a planar oriented graph.,http://www.openproblemgarden.org/op/large_acyclic_induced_subdigraph_in_a_planar_oriented_graph,Graph Theory > Directed Graphs,Medium,high,2026-05-08,1,mixed: important cases solved; full problem open,prove,3,1,3,The conjecture that every planar oriented graph has an acyclic induced subdigraph of order at least $\frac{3}{5}|V|$ remains open in full generality.,"The conjecture that every planar oriented graph has an acyclic induced subdigraph of order at least $\frac{3}{5}|V|$ remains open in full generality. Golowich and Rolnick (2015) proved it for planar oriented graphs in which every directed cycle has length at least 8, and established the general lower bound $(1 - 3/g)n$ for graphs with shortest cycle length $g$. The baseline $\frac{2}{5}|V|$ bound from Borodin's 5-colouring theorem has not been improved for arbitrary planar oriented graphs."
large_induced_forest_in_a_planar_graph,Large induced forest in a planar graph.,http://www.openproblemgarden.org/op/large_induced_forest_in_a_planar_graph,Graph Theory > Topological Graph Theory,Medium,high,2026-05-08,5,mixed: important cases solved; full problem open,prove,4,1,2,The Albertson–Berman conjecture that every planar graph on $n$ vertices has an induced forest on at least $n/2$ vertices remains open; the best known lower bound for general planar graphs is still $2n/5$ from Borodin's…,"The Albertson–Berman conjecture that every planar graph on $n$ vertices has an induced forest on at least $n/2$ vertices remains open; the best known lower bound for general planar graphs is still $2n/5$ from Borodin's acyclic 5-coloring theorem (proved before the problem was posted). Since 2013, meaningful partial progress has been made for special graph classes: improved bounds for triangle-free planar graphs (up to $(6n+7)/11$), for bipartite planar graphs (up to $\lceil(4n+3)/7\rceil$, toward the Akiyama–Watanabe conjecture of $5n/8$), and an extension of the problem to multigraphs."
linial_berge_path_partition_duality,Linial-Berge path partition duality,http://www.openproblemgarden.org/op/linial_berge_path_partition_duality,Graph Theory > Coloring,High,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,4,1,3,The Linial-Berge path partition duality conjecture remains open for general directed graphs.,"The Linial-Berge path partition duality conjecture remains open for general directed graphs. After the problem was posted, the conjecture was proved for $k=2$ (Berger and Hartman, 2008) and for locally in/out-semicomplete digraphs (Sambinelli et al., 2019). A 2026 arXiv paper (de Paula Silva, da Silva, and Lee) establishes relaxations of both Linial conjectures by replacing stable sets with induced acyclic subdigraphs, but the original conjecture for arbitrary $k$ and general digraphs remains open."
list_chromatic_number_and_maximum_degree_of_bipartite_graphs,List chromatic number and maximum degree of bipartite graphs,http://www.openproblemgarden.org/op/list_chromatic_number_and_maximum_degree_of_bipartite_graphs,Graph Theory > Coloring > Vertex coloring,Medium,high,2026-05-08,2,mixed: important cases solved; full problem open,prove,3,1,3,Alon's conjecture that the list chromatic number of any bipartite graph of maximum degree $\Delta$ is at most $c\log\Delta$ remains open.,"Alon's conjecture that the list chromatic number of any bipartite graph of maximum degree $\Delta$ is at most $c\log\Delta$ remains open. The best known upper bound has been improved from $(1+o(1))\Delta/\log\Delta$ (Johansson's triangle-free bound) to $(4/5-\varepsilon)\Delta/\log\Delta$ for bipartite graphs specifically (Bradshaw, Mohar, Stacho 2024), but this is still $\Theta(\Delta/\log\Delta)$ rather than the conjectured $O(\log\Delta)$. Partial asymmetric progress was also made by Alon, Cambie, and Kang (2021), showing that in a bipartite graph with equal maximum degree $\Delta$ on both sides, one side can be coloured from lists of size $\log\Delta$ provided the other side uses lists of size $(1+o(1))\Delta/\log\Delta$."
list_colourings_of_complete_multipartite_graphs_with_2_big_parts,List Colourings of Complete Multipartite Graphs with 2 Big Parts,http://www.openproblemgarden.org/op/list_colourings_of_complete_multipartite_graphs_with_2_big_parts,Graph Theory > Coloring > Vertex coloring,Medium,high,2026-05-08,1,mixed: important cases solved; full problem open,prove,4,2,2,"The case $a = 2$ (equivalently $b = 2$) of the problem has been fully resolved: Cano, Gutknecht, Kappaganthula, Miller, Mudrock, and Thornburgh (2024) proved that $\tau_0(2,b) = \lfloor\sqrt{b}\rfloor - 1$ for all $b \g…","The case $a = 2$ (equivalently $b = 2$) of the problem has been fully resolved: Cano, Gutknecht, Kappaganthula, Miller, Mudrock, and Thornburgh (2024) proved that $\tau_0(2,b) = \lfloor\sqrt{b}\rfloor - 1$ for all $b \geq 2$, improving Allagan's 2009 bounds and confirming his conjectured lower bound as exact. For general $a, b \geq 2$ the exact value of $\phi(a,b)$ remains open, with only the asymptotic lower bound $\tau_0(a,b) = \Omega(\sqrt{b})$ as $b\to\infty$ established."
list_hadwiger_conjecture,List Hadwiger Conjecture,http://www.openproblemgarden.org/op/list_hadwiger_conjecture,Graph Theory > Coloring > Vertex coloring,Medium,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,3,1,4,The conjecture that every $K_t$-minor-free graph is $ct$-list-colourable for some absolute constant $c$ remains open.,"The conjecture that every $K_t$-minor-free graph is $ct$-list-colourable for some absolute constant $c$ remains open. Norin and Postle (2020) established the best current upper bound of $O(t(\log t)^\beta)$-list-colorability for every $\beta > 1/4$, falling short of the conjectured linear bound. Steiner (2022) improved the lower bound to $(2-o(1))t$, refuting the specific sub-conjecture $c = 3/2$ of Kawarabayashi and Mohar and showing $c \geq 2$ is necessary."
mapping_planar_graphs_to_odd_cycles,Mapping planar graphs to odd cycles,http://www.openproblemgarden.org/op/mapping_planar_graphs_to_odd_cycles,Graph Theory > Coloring > Homomorphisms,High,high,2026-05-08,4,yes: full/general case open,prove,4,1,3,Jaeger's conjecture remains open for all $k \ge 2$.,"Jaeger's conjecture remains open for all $k \ge 2$. Significant partial progress has been made in specific cases: for $k=2$ the girth hypothesis for a $C_5$ homomorphism has been reduced to $\ge 10$ (Dvo\u0159\u00e1k\u2013Postle 2014); for $k=3$, girth $\ge 16$ suffices for a $C_7$ homomorphism (Postle\u2013Smith-Roberge 2019); and for $k=4$, odd-girth $\ge 23$ suffices for $C_9$ (Cranston\u2013Li\u2013Wang\u2013Wei 2024), all improving on the 2004 Borodin\u2013Kim\u2013Kostochka\u2013West bound."
matching_cut_and_girth,Matching cut and girth,http://www.openproblemgarden.org/op/matching_cut_and_girth,Graph Theory,Medium,medium,2026-05-08,1,mixed: important cases solved; full problem open,balanced,2,2,3,The original existence question — whether for every $d$ there exists $g$ such that every graph with average degree less than $d$ and girth at least $g$ has a matching-cut — remains open as stated.,"The original existence question — whether for every $d$ there exists $g$ such that every graph with average degree less than $d$ and girth at least $g$ has a matching-cut — remains open as stated. Feghali, Lucke, Paulusma, and Ries (2022/2023) proved that Matching Cut is NP-complete for bipartite graphs of girth at least $g$ (any $g \geq 3$) and maximum degree at most 60, resolving a 20-year-old complexity question and implying that high girth alone does not force a matching cut even in bounded-degree graphs. The structural existence question for specific ranges of average degree $d$ remains unresolved."
matchings_extends_to_hamilton_cycles_in_hypercubes,Matchings extend to Hamiltonian cycles in hypercubes,http://www.openproblemgarden.org/op/matchings_extends_to_hamilton_cycles_in_hypercubes,Graph Theory > Basic Graph Theory > Matchings,Medium,high,2026-05-08,4,mixed: important cases solved; full problem open,prove,4,1,2,The Ruskey–Savage conjecture that every matching of $Q_d$ ($d \geq 2$) extends to a Hamiltonian cycle remains open.,"The Ruskey–Savage conjecture that every matching of $Q_d$ ($d \geq 2$) extends to a Hamiltonian cycle remains open. Substantial progress has been made: Fink and Mütze (2025) proved that every matching of $Q_d$ can be extended to a cycle visiting at least $2/3$ of all vertices; Fink and Hotmar (2025) proved the full conjecture for matchings whose edges span at most 5 directions, which in particular settles the $d = 5$ case completely."
minimal_graphs_with_a_prescribed_number_of_spanning_trees,Minimal graphs with a prescribed number of spanning trees,http://www.openproblemgarden.org/op/minimal_graphs_with_a_prescribed_number_of_spanning_trees,Graph Theory,Medium,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,3,"The conjecture $\alpha(n) = o(\log n)$ remains open, but significant progress has been made.","The conjecture $\alpha(n) = o(\log n)$ remains open, but significant progress has been made. Stong (2022) proved a weak version: $\alpha(n) = O((\log n)^{3/2} / \log\log n)$, the current state of the art. More recently, Alon, Bucć, and Gishboliner (2025) proved a modular analogue: for any $N$ and $u < N$, there exists a planar graph on $O(\log N)$ vertices whose spanning tree count is $\equiv u \pmod{N}$."
mixing_circular_colourings_0,Mixing Circular Colourings,http://www.openproblemgarden.org/op/mixing_circular_colourings_0,Graph Theory > Coloring > Vertex coloring,Low,medium,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,2,2,The specific question of whether $\mathfrak{M}_c(G)$ is always rational remains open.,"The specific question of whether $\mathfrak{M}_c(G)$ is always rational remains open. Since the problem was posted, Brewster, McGuinness, Moore, and Noel (2016) proved a complexity dichotomy for circular colouring reconfiguration (polynomial-time for $p/q < 4$, PSPACE-complete for $p/q \geq 4$), and Brewster and Moore (2022/2023) gave a full characterization of $(p,q)$-mixing for $2 < p/q < 4$ and settled a conjecture of Brewster–Noel that the circular mixing number of bipartite graphs equals $2$; neither result resolves the rationality question."
monochromatic_reachability_vs_rainbow_triangles,Monochromatic reachability or rainbow triangles,http://www.openproblemgarden.org/op/monochromatic_reachability_vs_rainbow_triangles,Graph Theory > Directed Graphs > Tournaments,High,medium,2026-05-08,1,mixed: related claim/variant false; residual problem open,balanced,2,3,4,The conjecture that every 3-edge-colored tournament has either a rainbow directed triangle or a vertex from which all others are reachable by a monochromatic path remains open.,"The conjecture that every 3-edge-colored tournament has either a rainbow directed triangle or a vertex from which all others are reachable by a monochromatic path remains open. Georgakopoulos and Sprüssel (2009) established a partial case: the conclusion holds for every 3-edge-colored tournament in which no vertex is incident with all three colors. The generalized conjecture (arbitrary number of colors) is also open, with the 4-color case shown to be false by a counterexample that predates the OPG posting."
monochromatic_vertex_colorings_inherited_from_perfect_matchings,Monochromatic vertex colorings inherited from Perfect Matchings,http://www.openproblemgarden.org/op/monochromatic_vertex_colorings_inherited_from_perfect_matchings,Graph Theory,High,high,2026-05-08,2,mixed: related claim/variant false; residual problem open,balanced,3,3,4,The problem of determining for which $n$ and $d$ bi-colored graphs exist such that all $d$ monochromatic colorings have unit weight and every other coloring cancels is equivalent to the Krenn–Gu conjecture on the matchi…,"The problem of determining for which $n$ and $d$ bi-colored graphs exist such that all $d$ monochromatic colorings have unit weight and every other coloring cancels is equivalent to the Krenn–Gu conjecture on the matching index of graphs. Significant partial progress has been made: Chandran, Gajjala, and Illickan (2024) proved the conjecture for cubic graphs and graphs with vertex connectivity at most 2, and showed any minimal counterexample must be 4-connected, while an earlier paper characterizes graphs with matching index 1 or 2. The general problem remains open and a €3,000 prize for a full resolution is unclaimed."
multicolour_erdos_hajnal_conjecture,Multicolour Erdős--Hajnal Conjecture,http://www.openproblemgarden.org/op/multicolour_erdos_hajnal_conjecture,Graph Theory > Extremal Graph Theory,High,high,2026-05-08,3,yes: full/general case open,prove,3,1,4,"The multicolour Erdős–Hajnal conjecture remains open in general, even for two colours.","The multicolour Erdős–Hajnal conjecture remains open in general, even for two colours. Since the problem was posted (2019), Axenovich, Snyder, and Weber confirmed the conjecture for three-colour edge-colorings of $K_n$ that avoid any family of at most three coloured triangle patterns; separately, Axenovich and Weber reduced the full conjecture to the case where the host clique uses at most one more colour than the forbidden pattern, and exhibited surprising non-monotone behaviour in homogeneous-set sizes."
negative_association_in_uniform_forests,Negative association in uniform forests,http://www.openproblemgarden.org/op/negative_association_in_uniform_forests,Graph Theory > Probabilistic Graph Theory,Medium,medium,2026-05-08,3,mixed: important cases solved; full problem open,prove,3,1,3,"The conjecture that a uniformly random forest $F$ of a finite graph $G$ satisfies $\mathbb{P}(e \in F \mid f \in F) \le \mathbb{P}(e \in F)$ for any two edges $e, f$ remains open in full generality.","The conjecture that a uniformly random forest $F$ of a finite graph $G$ satisfies $\mathbb{P}(e \in F \mid f \in F) \le \mathbb{P}(e \in F)$ for any two edges $e, f$ remains open in full generality. Stark (2011) proved it for complete graphs $K_n$ when $n$ is sufficiently large via enumerative methods; Tang and Zhang (2026) extended pairwise negative correlation to families of uniform spanning subgraphs (forests with a fixed number of components, connected subgraphs with given excess) of $K_n$ for large $n$. The general case resists proof because the uniform forest measure is not strongly Rayleigh, so the Borcea–Brändén–Liggett framework that settles the spanning-tree variant does not apply."
non_edges_vs_feedback_edge_sets_in_digraphs,Non-edges vs. feedback edge sets in digraphs,http://www.openproblemgarden.org/op/non_edges_vs_feedback_edge_sets_in_digraphs,Graph Theory > Directed Graphs,High,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,4,The conjecture $\beta(G) \le \frac{1}{2}\gamma(G)$ for simple digraphs with no directed cycles of length $\le 3$ remains open.,"The conjecture $\beta(G) \le \frac{1}{2}\gamma(G)$ for simple digraphs with no directed cycles of length $\le 3$ remains open. The best known general bound is $\beta(G) \le 0.8616\,\gamma(G)$, proved by Chen, Karson, Liu, and Shen, improving an earlier bound of $0.88\gamma(G)$ due to Dunkum, Hamburger, and Pór. Fox, Keevash, and Sudakov proved the more general result that digraphs with directed girth $\ge r \ge 4$ satisfy $\beta(G) \le c\,\gamma(G)/r^2$ for an absolute constant $c$."
obstacle_number_of_planar_graphs,Obstacle number of planar graphs,http://www.openproblemgarden.org/op/obstacle_number_of_planar_graphs,Graph Theory,Low,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,4,1,1,"The first part of the problem has been resolved: Berman, Chappell, Faudree, Gimbel, Hartman, and Williams proved that the icosahedron has obstacle number 2, showing that planar graphs can indeed have obstacle number gre…","The first part of the problem has been resolved: Berman, Chappell, Faudree, Gimbel, Hartman, and Williams proved that the icosahedron has obstacle number 2, showing that planar graphs can indeed have obstacle number greater than 1. However, the second question — whether there exists a constant $k$ such that every planar graph has obstacle number at most $k$ — remains open; the best known upper bound for an $n$-vertex planar graph is $O(n)$."
odd_cycle_transversal_in_triangle_free_graphs,Odd-cycle transversal in triangle-free graphs,http://www.openproblemgarden.org/op/odd_cycle_transversal_in_triangle_free_graphs,Graph Theory > Extremal Graph Theory,Medium,high,2026-05-08,2,mixed: important cases solved; full problem open,prove,3,1,3,The conjecture that every triangle-free graph on $n$ vertices can be made bipartite by deleting at most $n^2/25$ edges remains open.,"The conjecture that every triangle-free graph on $n$ vertices can be made bipartite by deleting at most $n^2/25$ edges remains open. Balogh, Clemen, and Lidický (2021) proved it for triangle-free graphs with edge density at most $0.2486$ or at least $0.3197$, and improved the best general upper bound from $n^2/18$ to $n^2/23.5$. A related spectral approach by the same group and coauthors (2022) further investigated structural properties of triangle-free graphs, but the full conjecture is unresolved."
oriented_chromatic_number_of_planar_graphs,Oriented chromatic number of planar graphs,http://www.openproblemgarden.org/op/oriented_chromatic_number_of_planar_graphs,Graph Theory > Coloring > Vertex coloring,Medium,high,2026-05-08,1,mixed: important cases solved; full problem open,prove,3,1,3,The problem remains open.,"The problem remains open. The upper bound of 80 (Raspaud–Sopena, 1994) has not been improved for general oriented planar graphs. The lower bound, stated as 17 in the 2007 OPG posting, was subsequently raised to 18 by Marshall in a paper published in Ars Combinatoria 120 (2015), so the answer is known to lie in $[18, 80]$."
oriented_trees_in_n_chromatic_digraphs,Oriented trees in n-chromatic digraphs,http://www.openproblemgarden.org/op/oriented_trees_in_n_chromatic_digraphs,Graph Theory > Directed Graphs,High,high,2026-05-08,2,mixed: important cases solved; full problem open,prove,3,1,4,Burr's conjecture (every $(2k-2)$-chromatic digraph contains every oriented tree of order $k$) remains open in full generality.,"Burr's conjecture (every $(2k-2)$-chromatic digraph contains every oriented tree of order $k$) remains open in full generality. The strongest general upper bound has been improved from quadratic to subquadratic: Bessy, Gonçalves, and Reinald (2024) proved that every digraph with chromatic number $8\sqrt{2/15}\,k\sqrt{k}+O(k)$ contains any oriented tree of order $k$, the first subquadratic bound. A 2024 survey by Stein provides a comprehensive review of the state of the problem."
packing_t_joins,Packing T-joins,http://www.openproblemgarden.org/op/packing_t_joins,Graph Theory > Coloring > Edge coloring,Medium,medium,2026-05-08,1,mixed: important cases solved; full problem open,prove,3,1,3,The main DeVos conjecture — that every graft with minimum $T$-cut size $k$ admits a $T$-join packing of size at least $(2/3)k - c$ — remains open; the best verified general lower bound is still $\lfloor k/3 \rfloor$ fro…,"The main DeVos conjecture — that every graft with minimum $T$-cut size $k$ admits a $T$-join packing of size at least $(2/3)k - c$ — remains open; the best verified general lower bound is still $\lfloor k/3 \rfloor$ from DeVos–Seymour (pre-posting). Post-2007, Abdi and Guenin proved the packing result for the special class of clutters of odd $T$-joins with at most two terminals in the signed-graft setting, confirming the Cycling Conjecture in that case."
partial_list_coloring,Partial List Coloring,http://www.openproblemgarden.org/op/partial_list_coloring,Graph Theory > Coloring > Vertex coloring,High,high,2026-05-08,2,yes: full/general case open,balanced,2,3,4,"The Partial List Coloring Conjecture of Albertson, Grossman, and Haas remains open for general graphs.","The Partial List Coloring Conjecture of Albertson, Grossman, and Haas remains open for general graphs. Post-2008 progress includes a proof of the conjecture for claw-free graphs, chordless graphs, series-parallel graphs, and graphs with chromatic number at least $(|V(G)|-1)/2$. The DP-coloring analogue of the conjecture has been shown to fail, indicating the conjecture does not follow from a more general principle."
partial_list_coloring_0,Partial List Coloring,http://www.openproblemgarden.org/op/partial_list_coloring_0,Graph Theory > Coloring > Vertex coloring,High,medium,2026-05-08,2,yes: full/general case open,balanced,3,3,4,The Iradmusa conjecture that $\lambda_r/r \geq \lambda_s/s$ for $1 \leq r \leq s \leq \chi_\ell$ (which generalizes the Albertson–Grossman–Haas conjecture $\lambda_t \geq tn/\chi_\ell$) remains open in full generality.,"The Iradmusa conjecture that $\lambda_r/r \geq \lambda_s/s$ for $1 \leq r \leq s \leq \chi_\ell$ (which generalizes the Albertson–Grossman–Haas conjecture $\lambda_t \geq tn/\chi_\ell$) remains open in full generality. The special case $s = \chi_\ell$ has been verified for claw-free, chordless, and series-parallel graphs. The DP-coloring analogue of the partial list coloring conjecture does not hold in general."
pebbling_a_cartesian_product,Pebbling a cartesian product,http://www.openproblemgarden.org/op/pebbling_a_cartesian_product,Graph Theory,High,high,2026-05-08,2,mixed: related claim/variant false; residual problem open,balanced,3,3,4,Graham's conjecture that $p(G_1 \Box G_2) \le p(G_1)p(G_2)$ remains open in full generality.,"Graham's conjecture that $p(G_1 \Box G_2) \le p(G_1)p(G_2)$ remains open in full generality. Since the 2007 posting, the conjecture has been verified for additional graph families, including Cartesian products of middle graphs of some even cycles (Xia et al., 2017) and products with sufficiently large complete graphs (Pleanmani, 2020). The Lemke graph product $L \Box L$ is the key potential counterexample still under active investigation."
petersen_coloring_conjecture,Petersen coloring conjecture,http://www.openproblemgarden.org/op/petersen_coloring_conjecture,Graph Theory > Coloring > Edge coloring,High,high,2026-05-08,5,yes: full/general case open,prove,4,1,3,"Jaeger's Petersen coloring conjecture (every bridgeless cubic graph admits a cycle-continuous mapping to the Petersen graph, equivalently a normal 5-edge-coloring) remains open.","Jaeger's Petersen coloring conjecture (every bridgeless cubic graph admits a cycle-continuous mapping to the Petersen graph, equivalently a normal 5-edge-coloring) remains open. Significant partial results have been established: every bridgeless cubic graph admits a proper 5-edge-coloring in which at least $(4/5)|E(G)|$ edges are normal, and the conjecture has been verified for specific families such as snarks superpositioned by flower snarks. The problem has also been reformulated in terms of sublinear approximation bounds on abnormal edges."
uniquely_hamiltonian_graphs,r-regular graphs are not uniquely hamiltonian.,http://www.openproblemgarden.org/op/uniquely_hamiltonian_graphs,Graph Theory > Basic Graph Theory > Cycles,High,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,4,1,3,"The conjecture has been proved for all odd $r$ (Thomason, 1978) and all even $r > 22$ (Haxell–Seamone–Verstraete, 2007), both results predating the OPG posting.","The conjecture has been proved for all odd $r$ (Thomason, 1978) and all even $r > 22$ (Haxell–Seamone–Verstraete, 2007), both results predating the OPG posting. Since posting, partial progress includes a proof for 4-regular graphs with sufficiently large automorphism groups (Šajna–Wagner, 2015), a classification of uniquely Hamiltonian vertex-transitive graphs (Miraftab–Morris, 2023/2025), and the structural reduction that 3-connected and 2-connected uniquely Hamiltonian 4-regular graphs are equivalent in existence (Brinkmann–De Pauw, 2024). The primary open case, $r = 4$, remains unresolved."
ramsey_properties_of_cayley_graphs,Ramsey properties of Cayley graphs,http://www.openproblemgarden.org/op/ramsey_properties_of_cayley_graphs,Graph Theory > Algebraic Graph Theory,High,high,2026-05-08,1,mixed: important cases solved; full problem open,balanced,2,1,4,"Alon's conjecture — that every abelian group $G$ has a Cayley graph with no clique or independent set of size $> c\log|G|$ — remains open in full generality, but major progress was made in December 2024.","Alon's conjecture — that every abelian group $G$ has a Cayley graph with no clique or independent set of size $> c\log|G|$ — remains open in full generality, but major progress was made in December 2024. Conlon, Fox, Pham, and Yepremyan proved the conjecture for all abelian groups of order $N$ for almost all $N$, and also constructed self-complementary Ramsey Cayley graphs on finite vector spaces of characteristic $\equiv 1\pmod{4}$ with clique and independence numbers $\leq (2+o(1))\log N$."
random_stable_roommates,Random stable roommates,http://www.openproblemgarden.org/op/random_stable_roommates,Graph Theory > Basic Graph Theory > Matchings,Medium,high,2026-05-08,4,yes: full/general case open,prove,4,1,2,"Chin and Michelen (2026) established the first vanishing upper bound $P_n \leq n^{-1/17}$, proving that random instances are almost surely unsolvable for large $n$ and confirming a 1989 conjecture of Gusfield and Irving.","Chin and Michelen (2026) established the first vanishing upper bound $P_n \leq n^{-1/17}$, proving that random instances are almost surely unsolvable for large $n$ and confirming a 1989 conjecture of Gusfield and Irving. However, the stronger Mertens conjecture $P_n = \Theta(n^{-1/4})$ remains open; the current best bounds are $\Omega(n^{-1/2}) \leq P_n \leq n^{-1/17}$, leaving a gap around the conjectured exponent $1/4$."
reconstruction_conjecture,Reconstruction conjecture,http://www.openproblemgarden.org/op/reconstruction_conjecture,Graph Theory,Outstanding,high,2026-05-08,4,mixed: related claim/variant false; residual problem open,balanced,2,2,5,The Reconstruction Conjecture remains open for general graphs.,"The Reconstruction Conjecture remains open for general graphs. Since the problem was posted in 2007, notable partial progress includes: computational verification for all graphs up to 13 vertices (McKay 2021), improved reconstruction-from-smaller-decks results for trees (Groenland–Johnston–Scott–Tan 2021), and a proof that every interval graph on at least 3 vertices is reconstructible (Heinrich–Kiyomi–Otachi–Schweitzer 2025). No counterexample or general proof has been established."
reeds_omega_delta_and_chi_conjecture,"Reed's omega, delta, and chi conjecture",http://www.openproblemgarden.org/op/reeds_omega_delta_and_chi_conjecture,Graph Theory > Coloring > Vertex coloring,High,high,2026-05-08,5,yes: full/general case open,prove,4,1,3,Reed's conjecture $\chi(G) \le \lceil \tfrac{1}{2}(\Delta(G)+1+\omega(G)) \rceil$ remains open for general graphs.,"Reed's conjecture $\chi(G) \le \lceil \tfrac{1}{2}(\Delta(G)+1+\omega(G)) \rceil$ remains open for general graphs. Since the 2007 OPG posting, it has been established for quasi-line graphs and further structural classes, and the quantitative 'epsilon version' $\chi(G) \le (1-\varepsilon)(\Delta+1) + \varepsilon\,\omega$ has been progressively strengthened from $\varepsilon \approx 1/130{,}000$ to $\varepsilon = 1/26$ and reportedly further to $\varepsilon \approx 0.119$."
rysers_conjecture,Ryser's conjecture,http://www.openproblemgarden.org/op/rysers_conjecture,Graph Theory > Hypergraphs,High,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,4,Ryser's conjecture remains open for all $r \geq 4$.,"Ryser's conjecture remains open for all $r \geq 4$. The $r = 3$ case was proved by Aharoni in 2001 (before the problem was posted). Since posting, Haxell and Scott (c. 2012) proved the weaker bound $\tau \leq (r - \varepsilon)\nu$ for $r = 4, 5$; DeBiasio et al. (2021) surveyed known results, improved some, and introduced new stronger variants; and Bishnoi et al. (2020) resolved the $t$-intersecting variant for $r \leq \tfrac{36}{7}t - 5$."
seagull_problem,Seagull problem,http://www.openproblemgarden.org/op/seagull_problem,Graph Theory > Basic Graph Theory > Minors,High,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,4,The seagull conjecture — every $n$-vertex graph with $\alpha(G) \le 2$ contains $K_{\lceil n/2 \rceil}$ as a minor — remains open.,"The seagull conjecture — every $n$-vertex graph with $\alpha(G) \le 2$ contains $K_{\lceil n/2 \rceil}$ as a minor — remains open. Norin and Seymour (2022) proved that every such graph contains an $\lceil n/2 \rceil$-vertex simple minor with approximately $0.98688\binom{\lceil n/2 \rceil}{2} - o(n^2)$ edges, establishing a nearly-complete minor on the right number of vertices but falling short of a complete minor. Chudnovsky and Seymour (2012) gave a complete characterization of when such graphs contain $k$ vertex-disjoint seagulls, a foundational packing result closely related to the minor problem."
seymours_second_neighbourhood_conjecture,Seymour's Second Neighbourhood Conjecture,http://www.openproblemgarden.org/op/seymours_second_neighbourhood_conjecture,Graph Theory > Directed Graphs,High,high,2026-05-08,4,mixed: related claim/variant false; residual problem open,balanced,4,3,3,Seymour's Second Neighbourhood Conjecture remains open in general.,"Seymour's Second Neighbourhood Conjecture remains open in general. Meaningful partial progress since 2007 includes confirmation for almost all orientations of random graphs $G(n,p)$ with fixed $p < 1/2$, for tournaments missing two stars, and via exhaustive computation for all oriented graphs of order at most seven. Structural reductions show that any minimum counterexample must be strongly connected with bounded minimum outdegree."
seymours_self_minor_conjecture,Seymour's self-minor conjecture,http://www.openproblemgarden.org/op/seymours_self_minor_conjecture,Graph Theory > Infinite Graphs,High,high,2026-05-08,1,mixed: related claim/variant false; residual problem open,balanced,2,3,4,The conjecture as literally stated (every infinite graph is a proper minor of itself) was already disproved by Oporowski for uncountable graphs before the 2007 OPG posting; the interesting open case concerns countable i…,"The conjecture as literally stated (every infinite graph is a proper minor of itself) was already disproved by Oporowski for uncountable graphs before the 2007 OPG posting; the interesting open case concerns countable infinite graphs. Georgakopoulos (2025) established a significant partial result, proving Seymour's self-minor conjecture for rayless graphs of any cardinality as a corollary of his work on better-quasi-ordering under graph minors. The case of countable graphs containing rays remains open."
